FORMULARIO,,,DIGNIDAD,LISTA,PARTIDO,,,PROVINCIA,CIRCUNSCRIPCIÓN,NOMBRE,NOMBRE DE PAPELETA,ORDEN,RESOLUCIÓN,FECHA DE CALIFICACIÓN
601,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,SANTA ELENA                                       ,,OROZCO BRAVO JUAN EDUARDO,JUAN OROZCO BRAVO,3,CNE-JPESE-18-12-10-2020,10/12/20 10:00
601,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,SANTA ELENA                                       ,,BACIGALUPO ALAVA MARIA AUXILIADORA,MARIA AUXILIADORA BACIGALUPO,2,CNE-JPESE-18-12-10-2020,10/12/20 10:00
602,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,SUCUMBIOS                                         ,,SALAZAR JARAMILLO WILSON AUGUSTO,WILSON SALAZAR,1,PLE-JPES-011-08-10-2020,10/11/20 20:55
602,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,SUCUMBIOS                                         ,,TOMALO PEÑAFIEL PEDRO CESAR,PEDRO TOMALO,3,PLE-JPES-011-08-10-2020,10/11/20 20:55
602,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,SUCUMBIOS                                         ,,BOADA FLORES CARMEN ALEXANDRA,ALEXANDRA BOADA,2,PLE-JPES-011-08-10-2020,10/11/20 20:55
604,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 1,RUIZ GUAMAN ALBA DENIS,ALBA RUIZ GUAMAN,5,JPEG-0009-16-10-2020,10/16/20 11:00
604,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 1,BRITO MENDOZA MONICA CRISTINA,MONICA BRITO MENDOZA,3,JPEG-0009-16-10-2020,10/16/20 11:00
604,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 1,CUERO MEDINA ROBERTO EMILIO,ROBERTO CUERO MEDINA,2,JPEG-0009-16-10-2020,10/16/20 11:00
604,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 1,ESPIN REYES EUGENIA SOFIA,SOFIA ESPIN REYES,1,JPEG-0009-16-10-2020,10/16/20 11:00
604,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 1,ESCALA VARAS ARTURO JOSE,ARTURO ESCALA VARAS,4,JPEG-0009-16-10-2020,10/16/20 11:00
605,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,CAÑAR                                             ,,ROMO CARPIO WILSON FERNANDO,FERNANDO ROMO,1,EG2021-JPEC-R-012-15-10-2020,10/15/20 0:00
605,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,CAÑAR                                             ,,GARCIA ALVAREZ LUIS PASMIÑO,LUIS GARCIA,3,EG2021-JPEC-R-012-15-10-2020,10/15/20 0:00
605,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,CAÑAR                                             ,,CISNEROS RAMON BELGICA NATALY,BELGICA CISNEROS,2,EG2021-JPEC-R-012-15-10-2020,10/15/20 0:00
607,,,ASAMBLEISTAS PROVINCIALES,100,MOVIMIENTO SUR UNIDO REGIONAL ,,,EL ORO                                            ,,MALDONADO PELAEZ SILVANA LUCIA,SILVANA MALDONADO PELAEZ,4,JPLE-JPEORO-007-10-2020PERM,10/7/20 0:00
607,,,ASAMBLEISTAS PROVINCIALES,100,MOVIMIENTO SUR UNIDO REGIONAL ,,,EL ORO                                            ,,MINCHALA CALDERON LUCIO JACINTO,LUCIO MINCHALA CALDERON,3,JPLE-JPEORO-007-10-2020PERM,10/7/20 0:00
607,,,ASAMBLEISTAS PROVINCIALES,100,MOVIMIENTO SUR UNIDO REGIONAL ,,,EL ORO                                            ,,SUQUILANDA JARA GALO MANUEL,GALO SUQUILANDA JARA,1,JPLE-JPEORO-007-10-2020PERM,10/7/20 0:00
607,,,ASAMBLEISTAS PROVINCIALES,100,MOVIMIENTO SUR UNIDO REGIONAL ,,,EL ORO                                            ,,GUZMAN SOLANO CARLOS ALEJANDRO,CARLOS GUZMAN SOLANO,5,JPLE-JPEORO-007-10-2020PERM,10/7/20 0:00
607,,,ASAMBLEISTAS PROVINCIALES,100,MOVIMIENTO SUR UNIDO REGIONAL ,,,EL ORO                                            ,,RAMOS MATAMOROS ELIZABETH LUCIA,LUCIA RAMOS MATAMOROS,2,JPLE-JPEORO-007-10-2020PERM,10/7/20 0:00
609,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,STO DGO TSACHILAS                                 ,,GUEVARA GARCES OLIVERIO EDMUNDO,OLIVERIO GUEVARA,1,JPE-CNE-SDT-08-07-10-2020,10/7/20 18:00
609,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,STO DGO TSACHILAS                                 ,,CADENA ARMIJOS MARIANA LISSETTE,MARIANA CADENA,2,JPE-CNE-SDT-08-07-10-2020,10/7/20 18:00
609,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,STO DGO TSACHILAS                                 ,,CALAZACON CALAZACON MARITZA NANCY,MARITZA CALAZACON,4,JPE-CNE-SDT-08-07-10-2020,10/7/20 18:00
609,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,STO DGO TSACHILAS                                 ,,PUNINA CHUGCHO GILBER ENRIQUE,ENRIQUE PUNINA,3,JPE-CNE-SDT-08-07-10-2020,10/7/20 18:00
610,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,GALAPAGOS                                         ,,CEVALLOS MONTALVO GRACIELA DEL PILAR,CEVALLOS MONTALVO GRACIELA,2,N°015-CNE-JPEG-13-10-2020,10/13/20 16:15
610,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,GALAPAGOS                                         ,,FREIRE SALGADO PETER SAUL,PETER SAUL FREIRE SALGADO,1,N°015-CNE-JPEG-13-10-2020,10/13/20 16:15
611,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,IMBABURA                                          ,,CHICAIZA LECHON MARIBEL VERONICA,VERONICA CHICAIZA,3,Nº0009-PLEIMBABURA-11-10-2020,10/11/20 0:00
611,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,IMBABURA                                          ,,VASQUEZ ENCALADA BAYRON DAMIAN,DAMIAN VASQUEZ,4,Nº0009-PLEIMBABURA-11-10-2020,10/11/20 0:00
611,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,IMBABURA                                          ,,CHALA CRUZ JOSE FRANKLIN,JOSE CHALA,2,Nº0009-PLEIMBABURA-11-10-2020,10/11/20 0:00
611,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,IMBABURA                                          ,,AGUIRRE ZAMBONINO PAMELA ALEJANDRA,PAMELA AGUIRRE,1,Nº0009-PLEIMBABURA-11-10-2020,10/11/20 0:00
612,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,LOJA                                              ,,LIMA CRUZ PABLO DAVID,PABLO LIMA,4,PLE-JPEL-0030-31-10-2020,10/31/20 0:00
612,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,LOJA                                              ,,GONZALEZ ALVEAR JUAN ANDRES,JUAN ANDRES GONZALEZ,2,PLE-JPEL-0030-31-10-2020,10/31/20 0:00
612,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,LOJA                                              ,,ORTIZ VILLAVICENCIO JOHANNA CECIBEL,JOHANNA ORTIZ,1,PLE-JPEL-0030-31-10-2020,10/31/20 0:00
612,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,LOJA                                              ,,VALDIVIEZO CACAY MERY YOMAR,MERY VALDIVIEZO,3,PLE-JPEL-0030-31-10-2020,10/31/20 0:00
613,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,CHIMBORAZO                                        ,,NUÑEZ RAMOS SILVIA PATRICIA,PATRICIA NUÑEZ,1,PLE-JPECH-15-10-10-2020,10/10/20 18:00
613,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,CHIMBORAZO                                        ,,ASHQUI ASHQUI LUZ CRISTINA,LUZ CRISTINA ASHQUI,3,PLE-JPECH-15-10-10-2020,10/10/20 18:00
613,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,CHIMBORAZO                                        ,,DAQUILEMA MARCATOMA LUIS ARTURO,ARTURO DAQUILEMA,2,PLE-JPECH-15-10-10-2020,10/10/20 18:00
613,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,CHIMBORAZO                                        ,,BUÑAY LLUILEMA JIMMY ESTUARDO,JIMMY BUÑAY LLUILEMA,4,PLE-JPECH-15-10-10-2020,10/10/20 18:00
614,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,IMBABURA                                          ,,UREÑA ENRIQUEZ IRENE DEL CARMEN,IRENE DEL CARMEN UREÑA,1,RESOLUCIÓN N°0008-PLE-JPEIMBABURA-10-10-2020,10/10/20 0:00
614,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,IMBABURA                                          ,,ALMEIDA DAVILA MARCO RODRIGO,MARCO RODRIGO ALMEIDA,2,RESOLUCIÓN N°0008-PLE-JPEIMBABURA-10-10-2020,10/10/20 0:00
614,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,IMBABURA                                          ,,JARAMILLO CASTILLO DIEGO ARMANDO,DIEGO JARAMILLO,4,RESOLUCIÓN N°0008-PLE-JPEIMBABURA-10-10-2020,10/10/20 0:00
614,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,IMBABURA                                          ,,MALDONADO GUDIÑO BLANCA MELVA,BLANCA MALDONADO GUDIÑO,3,RESOLUCIÓN N°0008-PLE-JPEIMBABURA-10-10-2020,10/10/20 0:00
615,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,LOS RIOS                                          ,,FREIRE VERGARA VANESSA LORENA,VANESSA FREIRE,2,CNE-JPELR-35-15-11-2020,11/15/20 22:09
615,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,LOS RIOS                                          ,,ANCHUNDIA YEPEZ DIANA CATALINA,DIANA ANCHUNDIA,4,CNE-JPELR-35-15-11-2020,11/15/20 22:09
615,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,LOS RIOS                                          ,,GONZALEZ VALERO RONAL EDUARDO,RONAL GONZALEZ VALERO,3,CNE-JPELR-35-15-11-2020,11/15/20 22:09
615,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,LOS RIOS                                          ,,ALVARADO ESPINEL MARCOS HUMBERTO,HUMBERTO ALVARADO ESPINEL,1,CNE-JPELR-35-15-11-2020,11/15/20 22:09
615,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,LOS RIOS                                          ,,YELA ACOSTA WERNER ANTONIO,WERNER YELA,5,CNE-JPELR-35-15-11-2020,11/15/20 22:09
615,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,LOS RIOS                                          ,,CEDEÑO MERCHAN RUTH NOEMI,RUTH CEDEÑO MERCHAN,6,CNE-JPELR-35-15-11-2020,11/15/20 22:09
616,,,ASAMBLEISTAS PROVINCIALES,10,PARTIDO FUERZA EC,,,CHIMBORAZO                                        ,,JANETA FALCONI MAURICIO ENRIQUE,MAURICIO JANETA FALCONI,1,PLE-JPECH-23-12-10-2020,10/12/20 18:00
616,,,ASAMBLEISTAS PROVINCIALES,10,PARTIDO FUERZA EC,,,CHIMBORAZO                                        ,,ARTEAGA SANDOVAL FRANKLIN SEGUNDO,FRANKLIN ARTEAGA SANDOVAL,3,PLE-JPECH-23-12-10-2020,10/12/20 18:00
616,,,ASAMBLEISTAS PROVINCIALES,10,PARTIDO FUERZA EC,,,CHIMBORAZO                                        ,,ALVARO FIALLOS CATHERINE ELIZABETH,CATHERINE ALVARO,4,PLE-JPECH-23-12-10-2020,10/12/20 18:00
616,,,ASAMBLEISTAS PROVINCIALES,10,PARTIDO FUERZA EC,,,CHIMBORAZO                                        ,,DURAN PILAMUNGA VERONICA NATALI,VERONICA DURAN,2,PLE-JPECH-23-12-10-2020,10/12/20 18:00
617,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,GUALPA CHAQUINGA CESAR ENRIQUE,CESAR GUALPA,4,CNE-JPEP-SP-02-27-10-2020,10/27/18 0:00
617,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,GUAMBA DIAZ NANCY JEANNETH,NANCY GUAMBA,3,CNE-JPEP-SP-02-27-10-2020,10/27/18 0:00
617,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,URRESTA GUZMAN JHAJAIRA ESTEFANIA,JHAJAIRA URRESTA,1,CNE-JPEP-SP-02-27-10-2020,10/27/18 0:00
617,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,SAMANIEGO MAIGUA FRANKLIN OMAR,FRANKLIN SAMANIEGO,2,CNE-JPEP-SP-02-27-10-2020,10/27/18 0:00
617,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 2 CENTRO-SUR,VALLEJO TRUJILLO JANETH ESTHER,JANETH VALLEJO,5,CNE-JPEP-SP-02-27-10-2020,10/27/18 0:00
621,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,MUÑOZ LOPEZ CHRISTIAN PABEL,PABEL MUÑOZ,1,CNE-JPEP-SP-08-23-10-2020,10/23/20 0:00
621,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,LUQUE HIDALGO MARINA DE LAS MERCEDES,MARINA LUQUE,4,CNE-JPEP-SP-08-23-10-2020,10/23/20 0:00
621,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,CHAVEZ ZAVALA PATRICIO ALBERTO,PATRICIO CHAVEZ,3,CNE-JPEP-SP-08-23-10-2020,10/23/20 0:00
621,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 3 QUITO RURAL,NARANJO ALVARADO PRISCILA AMAPOLA,AMAPOLA NARANJO,2,CNE-JPEP-SP-08-23-10-2020,10/23/20 0:00
622,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,33,MOVIMIENTO NACIONAL PODEMOS,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,TAPIA JURADO YADIRA ESTEFANIA,YADIRA TAPIA JURADO,3,JPEG-0078-13-11-2020,11/13/20 17:00
622,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,33,MOVIMIENTO NACIONAL PODEMOS,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,CARDENAS BOLAÑOS ALBERTO EMMANUEL,ALBERTO CARDENAS BOLAÑOS,4,JPEG-0078-13-11-2020,11/13/20 17:00
622,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,33,MOVIMIENTO NACIONAL PODEMOS,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,GOYA GONZALEZ GINA GEOCONDA,GINA GOYA GONZALEZ,5,JPEG-0078-13-11-2020,11/13/20 17:00
622,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,33,MOVIMIENTO NACIONAL PODEMOS,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,RAMOS OLMEDO JAIRO DE JESUS,JAIRO RAMOS OLMEDO,2,JPEG-0078-13-11-2020,11/13/20 17:00
622,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,33,MOVIMIENTO NACIONAL PODEMOS,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 3,ALVARADO SUASTEGUI ALEXANDRA YOLANDA,ALEXANDRA ALVARADO SUASTEGUI,1,JPEG-0078-13-11-2020,11/13/20 17:00
623,,,PRESIDENTE Y VICEPRESIDENTE,19,UNION ECUATORIANA,,,ECUADOR                                           ,,ANDRADE SALVADOR GIOVANNY MARCELO,GIOVANNY ANDRADE SALVADOR,1,NO. 000390  PLE-CNE-67-21-10-2020,10/21/20 0:00
624,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,CAÑAR                                             ,,LUNA AREVALO BLASCO REMIGIO,BLASCO LUNA,1,EG2021-JPEC-R-003-09-10-2020,10/9/20 0:00
624,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,CAÑAR                                             ,,VERDUGO BALCAZAR NANCY ELIZABETH,NANCY VERDUGO,2,EG2021-JPEC-R-003-09-10-2020,10/9/20 0:00
624,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,CAÑAR                                             ,,MOSCOSO SERRANO ANGEL OLIVERO,ANGEL MOSCOSO,3,EG2021-JPEC-R-003-09-10-2020,10/9/20 0:00
625,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,BOLIVAR                                           ,,FIERRO TORRES HECTOR WELLINGTON,HECTOR FIERRO,1,PLE-JPEB-25-18-10-2020,10/18/20 17:00
625,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,BOLIVAR                                           ,,CHIMBO CUNALATA JESSICA TERESA,JESSICA TERESA CHIMBO,2,PLE-JPEB-25-18-10-2020,10/18/20 17:00
625,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,BOLIVAR                                           ,,VILLAVICENCIO POVEDA CARLOS ALBERTO,CARLOS VILLAVICENCIO,3,PLE-JPEB-25-18-10-2020,10/18/20 17:00
626,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,MORONA SANTIAGO                                   ,,GALLARDO VALLEJO EDWIN MAURO,EDWIN GALLARDO,1,PLE-JPE-MS-14-15-10-2020,10/15/20 0:00
626,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,MORONA SANTIAGO                                   ,,CASCO VALENCIA KATHERYN MISHELL,KATHERYN CASCO VALENCIA,2,PLE-JPE-MS-14-15-10-2020,10/15/20 0:00
627,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,CARCHI                                            ,,VALLEJO AYALA JOSE LUIS,JOSE LUIS VALLEJO,1,PLE-JPEC-9-09-10-2020,10/9/20 18:14
627,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,CARCHI                                            ,,POZO PANTOJA JOSE MIGUEL,JOSE MIGUEL POZO,3,PLE-JPEC-9-09-10-2020,10/9/20 18:14
627,,,ASAMBLEISTAS PROVINCIALES,5-Jan,1-5 UNIÓN POR LA ESPERANZA,,,CARCHI                                            ,,RUEDA ALDAS ANA GIOCONDA,ANA RUEDA ALDAS,2,PLE-JPEC-9-09-10-2020,10/9/20 18:14
628,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,33,MOVIMIENTO NACIONAL PODEMOS,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,CARRASCO RODRIGUEZ CATHERINE STEPHANIE,CATHERINE CARRASCO RODRIGUEZ,4,JPEG-0079-13-11-2020,11/13/20 17:00
628,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,33,MOVIMIENTO NACIONAL PODEMOS,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,CENTANARO QUIROZ NINO HUMBERTO,NINO HUMBERTO CENTANARO,1,JPEG-0079-13-11-2020,11/13/20 17:00
628,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,33,MOVIMIENTO NACIONAL PODEMOS,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,MOTA BAJAÑA PEDRO GREGORIO,PEDRO MOTA BAJAÑA,5,JPEG-0079-13-11-2020,11/13/20 17:00
628,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,33,MOVIMIENTO NACIONAL PODEMOS,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,CORREA FIGUEROA FABIAN FERNANDO,FABIAN FERNANDO CORREA,3,JPEG-0079-13-11-2020,11/13/20 17:00
628,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,33,MOVIMIENTO NACIONAL PODEMOS,,,GUAYAS                                            ,CIRCUNSCRIPCIÓN 4,CABRERA MARCILLO KARINA DEL ROCIO,KARINA DEL ROCIO CABRERA,2,JPEG-0079-13-11-2020,11/13/20 17:00
629,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,COTOPAXI                                          ,,TOAPANTA GUILLERMO FERNANDO,GUILLERMO TOAPANTA,3,PLE-JPCX-1-10-10-2020,10/10/20 10:00
629,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,COTOPAXI                                          ,,TAPIA LEON ALBERTO HOMERO,HOMERO TAPIA,1,PLE-JPCX-1-10-10-2020,10/10/20 10:00
629,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,COTOPAXI                                          ,,SANCHEZ SOLA DIANA GABRIELA,DIANA SANCHEZ,2,PLE-JPCX-1-10-10-2020,10/10/20 10:00
629,,,ASAMBLEISTAS PROVINCIALES,3,"PARTIDO SOCIEDAD PATRIOTICA ""21 DE ENERO""",,,COTOPAXI                                          ,,PROCEL GUZMAN MISHELL DENNISE,MISHELL PROCEL,4,PLE-JPCX-1-10-10-2020,10/10/20 10:00
630,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,8,PARTIDO POLÍTICO AVANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 1 CENTRO-NORTE,HUILCA COBOS JUAN CARLOS,HUILCA COBOS JUAN,3,JPEP-SP-07-27-10-2020,10/27/20 0:00
630,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,8,PARTIDO POLÍTICO AVANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 1 CENTRO-NORTE,ZAMBRANO RESTREPO CARLOS FABRICIO,ZAMBRANO RESTREPO CARLOS,1,JPEP-SP-07-27-10-2020,10/27/20 0:00
630,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,8,PARTIDO POLÍTICO AVANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 1 CENTRO-NORTE,PAIZ CASTILLO MARLAN YOLIMA,PAIZ CASTILLO MARLAN,2,JPEP-SP-07-27-10-2020,10/27/20 0:00
630,,,ASAMBLEISTAS PROVINCIALES POR CIRCUNSCRIPCIÓN,8,PARTIDO POLÍTICO AVANZA,,,PICHINCHA                                         ,CIRCUNSCRIPCIÓN 1 CENTRO-NORTE,OBANDO URGILES YOLANDA ELIZABETH,OBANDO URGILES YOLANDA,4,JPEP-SP-07-27-10-2020,10/27/20 0:00
631,,,ASAMBLEISTAS PROVINCIALES,25,MOVIMIENTO CONSTRUYE,,,AZUAY                                             ,,AGUILAR ARIZA LEONIDOV NIKOLAYEV,NIKOLAYEV AGUILAR ARIZA,3,JPEA-CNE-24-16-10-2020,10/16/20 0:00
631,,,ASAMBLEISTAS PROVINCIALES,25,MOVIMIENTO CONSTRUYE,,,AZUAY                                             ,,SALCEDO SIGUENZA PRISCILA LORENA,PRISCILA SALCEDO SIGUENZA,4,JPEA-CNE-24-16-10-2020,10/16/20 0:00
631,,,ASAMBLEISTAS PROVINCIALES,25,MOVIMIENTO CONSTRUYE,,,AZUAY                                             ,,CABRERA SARI KELVIN ISMAEL,ISMAEL CABRERA SARI,5,JPEA-CNE-24-16-10-2020,10/16/20 0:00
